שולחן ערוך אורח חיים ב,כף החיים,שם: ויבדוק נקביו,{{פרשע1|כהח|כא}},כא
שולחן ערוך אורח חיים ב,כף החיים,"שם בהג""ה: ויכסה כל גופו",{{פרשע1|כהח|כב}},כב
שולחן ערוך אורח חיים ב,כף החיים,"שם בהג""ה: ולא ילך יחף",{{פרשע1|כהח|כג}},כג
שולחן ערוך אורח חיים ב,כף החיים,"שם בהג""ה: וירגיל את עצמו לפנות בוקר וערב",{{פרשע1|כהח|כד}},כד
שולחן ערוך אורח חיים ג,כף החיים,סעיף א: כשיכנס וכו' ועכשיו לא נהגו לאומרו,{{פרשע1|כהח|א}},א
שולחן ערוך אורח חיים ג,כף החיים,סעיף ב: יהא צנוע בבית הכסא,{{פרשע1|כהח|ב}},ב
שולחן ערוך אורח חיים ג,כף החיים,"שם בהג""ה: ולא ילכו ב' אנשים ביחד",{{פרשע1|כהח|ג}},ג
שולחן ערוך אורח חיים ג,כף החיים,"שם בהג""ה: ולא ילכו ב' אנשים ביחד",{{פרשע1|כהח|ד}},ד
שולחן ערוך אורח חיים ג,כף החיים,"שם בהג""ה: גם לא ידבר שם",{{פרשע1|כהח|ה}},ה
שולחן ערוך אורח חיים ג,כף החיים,"שם בהג""ה: גם לא ידבר שם",{{פרשע1|כהח|ו}},ו
שולחן ערוך אורח חיים ג,כף החיים,"שם בהג""ה: ויסגור הדלת",{{פרשע1|כהח|ז}},ז
שולחן ערוך אורח חיים ג,כף החיים,,{{פרשע1|כהח|ח}},ח
שולחן ערוך אורח חיים ג,כף החיים,סעיף ג: אם רוצה למשמש,{{פרשע1|כהח|ט}},ט
שולחן ערוך אורח חיים ג,כף החיים,סעיף ד: לא יגלה עצמו,{{פרשע1|כהח|י}},י
שולחן ערוך אורח חיים ג,כף החיים,שם: כי אם מלאחריו טפח,{{פרשע1|כהח|יא}},יא
שולחן ערוך אורח חיים ג,כף החיים,שם: ומלפניו טפחיים,{{פרשע1|כהח|יב}},יב
שולחן ערוך אורח חיים ג,כף החיים,שם: מלפניו טפחיים,{{פרשע1|כהח|יג}},יג
שולחן ערוך אורח חיים ג,כף החיים,סעיף ה': אם נפנה במקום מגולה,{{פרשע1|כהח|יד}},יד
